Pathway,Description,F_JC1,F_JC2,F_JC3,F_JC4,S_MC5,F_LW3,F_LW2,F_LW1,F_JC5,F_MC2,F_MC1,F_LW5,F_LW4,F_MC4,F_MC3,S_JC1,F_MC5,S_JC4,S_JC3,S_JC2,S_MC3,S_MC4,S_LW2,S_LW3,S_JC5,S_LW1,S_MC1,S_MC2,S_LW4,S_LW5,Pathwaymap,Total
ko04210,Apoptosis,8378,7384,11076,11228,10060,49132,73214,36460,9550,11470,8850,65956,20486,9940,9552,11002,8626,10136,12812,12830,16030,10824,37914,16964,14046,16110,12494,12280,26194,37406,http://www.genome.jp/kegg-bin/show_pathway?ko04210+K01173+K03237+K10798+K05692+K04371+K00922+K07374+K01367+K01373+K04467+K08568+K01363+K07827+K06276+K04958+K08852+K01365+K01366+K04960+K04368+K04456+K08860+K01371+K01275+K01379+K03173+K01374+K02833+K04959+K01368+K07209+K03853+K02580+K08569+K02308+K04728+K02084+K04440+K08669+K04734+K08738,598404
ko04211,Longevity regulating pathway,7874,6588,9862,12430,8670,85168,133852,44076,9348,10108,8742,134388,10108,10996,8082,9532,8366,9406,9786,9270,12980,10082,40252,11798,12700,13298,10526,7890,12264,23952,http://www.genome.jp/kegg-bin/show_pathway?ko04211+K03781+K04564+K03259+K04345+K07204+K07198+K00922+K07203+K07297+K07827+K07199+K07359+K05869+K04688+K04456+K08339+K07208+K11411+K07200+K10141+K02833+K21357+K11420+K07298+K02580+K08049+K08041,702394
ko04212,Longevity regulating pathway - worm,72848,60770,72404,90814,75482,86246,98684,103788,80092,80122,80212,110054,74100,80220,69154,79866,73012,77448,76724,78928,88482,82032,79312,73334,96966,76868,83248,77650,75838,81150,http://www.genome.jp/kegg-bin/show_pathway?ko04212+K04043+K04077+K01358+K03781+K04564+K10798+K00922+K01110+K08269+K07203+K17491+K16197+K08341+K04688+K11204+K04456+K09414+K13113+K11411+K12824+K13356+K18463+K14966+K04441+K04440,2435848
ko04213,Longevity regulating pathway - multiple species,33610,28560,35054,44576,36456,130868,177556,106356,36318,39386,36396,192962,56442,38634,32230,42176,32618,44636,43304,40880,50770,45200,78800,51836,50674,47224,43110,38684,53226,65468,http://www.genome.jp/kegg-bin/show_pathway?ko04213+K01768+K03695+K03781+K04564+K04565+K03283+K04345+K07204+K07198+K00922+K07203+K07827+K07199+K04688+K12767+K19800+K04456+K08339+K06067+K11411+K11121+K07200+K02833+K08049+K08041+K01440,1754010
ko04214,Apoptosis - fly,4944,3196,4494,4720,4034,13454,19638,8212,4690,4634,5214,18690,2550,4444,4370,3772,4326,3962,3762,3656,4512,4404,10150,2780,4794,2616,4134,3880,2664,6110,http://www.genome.jp/kegg-bin/show_pathway?ko04214+K03386+K05770+K10798+K04371+K04427+K17065+K07827+K04412+K06640+K10586+K03262+K08860+K01527+K09848+K20216+K03175+K04431+K08791+K04728+K02084+K04440+K08669+K08738,172806
ko04215,Apoptosis - multiple species,0,0,2,0,2,3948,6608,1852,2,0,0,5568,472,2,0,2,0,2,0,0,4,0,3408,536,8,550,2,2,888,2118,http://www.genome.jp/kegg-bin/show_pathway?ko04215+K10586+K08334+K16061+K02084+K04440+K08669+K08738,25976
ko04216,Ferroptosis,54338,47152,57692,72490,61364,53550,54188,73374,57414,67518,57344,59400,63478,64112,53580,62386,53216,59878,67814,64796,84274,66156,51878,49104,82056,39712,69574,63308,53344,56190,http://www.genome.jp/kegg-bin/show_pathway?ko04216+K01897+K00657+K10435+K11204+K08339+K08337+K21456+K13515+K13625,1820680
ko04260,Cardiac muscle contraction,204,234,98,50,536,2678,3454,1676,180,386,186,2108,630,40,52,12,114,16,18,18,8,28,1390,350,24,394,12,16,450,726,http://www.genome.jp/kegg-bin/show_pathway?ko04260+K00412+K01539+K02262+K02256+K02261+K04962+K12314+K04851+K04857+K00413+K04853+K00414+K00411,16088
ko04261,Adrenergic signaling in cardiomyocytes,196,276,102,36,22,95404,135180,52336,94,436,174,114548,11722,60,46,30,38,24,24,38,36,22,67266,15304,22,16688,38,6,18154,39030,http://www.genome.jp/kegg-bin/show_pathway?ko04261+K06269+K04345+K04371+K04354+K02183+K11583+K05850+K01539+K04962+K04382+K11584+K12314+K03456+K04445+K05858+K04456+K04851+K21289+K04857+K04515+K02677+K04838+K04853+K08049+K04441+K08041,567352
ko04270,Vascular smooth muscle contraction,70,170,72,22,42,78748,114318,40254,52,86,52,94144,7912,40,34,98,36,22,86,42,84,22,42448,9712,22,11650,84,24,11450,24232,http://www.genome.jp/kegg-bin/show_pathway?ko04270+K06269+K07376+K04345+K01047+K04371+K02183+K00907+K19663+K04958+K04960+K04368+K16343+K05858+K04514+K04851+K04959+K04857+K18050+K02677+K05274+K06068+K18052+K04853+K08049+K12313+K16342+K17457+K12323+K12329+K08041+K05242+K06270+K18051,436028
ko04310,Wnt signaling pathway,54,88,62,46,16,42048,61748,23006,52,52,62,53742,4658,28,52,34,60,40,34,14,44,18,29162,6306,8,7374,38,14,7970,15646,http://www.genome.jp/kegg-bin/show_pathway?ko04310+K04496+K04345+K03094+K03097+K04427+K08960+K08957+K04348+K19882+K03083+K03115+K19663+K04507+K04499+K04512+K02375+K03347+K05858+K04468+K06268+K03868+K03362+K19626+K04515+K02677+K04508+K04498+K04392+K04440+K04506+K03068,252476
ko04320,Dorso-ventral axis formation,84,50,22,40,18,16624,26132,9694,36,42,78,24408,1562,36,36,40,40,4,4,8,10,10,13314,2736,30,3606,46,0,2950,7164,http://www.genome.jp/kegg-bin/show_pathway?ko04320+K02599+K02156+K04371+K20996+K02184+K07827+K03099+K02602+K04368,108824
ko04330,Notch signaling pathway,88,36,6,32,28,2064,2666,1558,12,40,96,3228,264,36,26,20,18,4,2,6,2,16,2178,394,44,396,44,0,588,1240,http://www.genome.jp/kegg-bin/show_pathway?ko04330+K04496+K02599+K20996+K06063+K06062+K06058+K06067+K04498,15132
ko04340,Hedgehog signaling pathway,12,50,38,2,204,37744,55982,18432,8,36,4,48156,3196,10,8,30,8,8,12,10,10,2,24978,4640,216,5418,66,2,6426,12996,http://www.genome.jp/kegg-bin/show_pathway?ko04340+K04345+K08959+K08960+K08957+K03083+K03869+K06233+K11989+K03347+K10394+K03362+K08958+K00910+K04678+K10523,218704
ko04341,Hedgehog signaling pathway - fly,16,46,50,6,8,40210,60434,21678,26,40,12,54766,3966,10,14,12,12,12,10,22,14,6,29146,5578,0,6638,10,18,7560,15130,http://www.genome.jp/kegg-bin/show_pathway?ko04341+K04345+K03094+K08960+K08957+K06228+K03083+K03869+K03347+K03868+K03362+K08958+K04678+K16799+K10523,245450
ko04350,TGF-beta signaling pathway,6,26,32,14,28,20610,28746,12204,18,40,10,25986,2626,6,10,620,8,8,20,20,14,4,16056,3322,38,3888,880,16,4486,9690,http://www.genome.jp/kegg-bin/show_pathway?ko04350+K03094+K04371+K04685+K04382+K04688+K03456+K03347+K03868+K04514+K04678+K04683+K16857+K04498+K19631,129432
ko04360,Axon guidance,18,42,34,22,16,16136,24100,9120,192,26,12,22168,1902,42,30,20,204,10,14,6,8,12,11400,2728,8,2982,8,2,3096,6134,http://www.genome.jp/kegg-bin/show_pathway?ko04360+K04409+K04371+K00922+K04348+K05743+K06840+K03083+K07827+K05766+K02090+K05859+K05735+K06268+K04514+K02833+K07829+K05765+K04515+K02677+K07293+K01116+K06820+K18952+K04410+K06272+K04392+K06755+K05733,100492
ko04370,VEGF signaling pathway,6,50,30,12,14,11966,17394,7108,42,18,12,17460,1482,20,24,42,30,8,8,0,12,8,7986,1818,4,2350,44,0,2052,4494,http://www.genome.jp/kegg-bin/show_pathway?ko04370+K04371+K00922+K04348+K05760+K07827+K05859+K19663+K04368+K04718+K04456+K06268+K02833+K02677+K01116+K04443+K16342+K04441+K04392,74494
ko04371,Apelin signaling pathway,156,388,200,94,240,105422,168734,51230,156,544,148,157548,7866,164,146,850,112,248,220,138,178,224,51380,11856,140,15018,1096,188,12428,27562,http://www.genome.jp/kegg-bin/show_pathway?ko04371+K02991+K04345+K07198+K04371+K02183+K00907+K07203+K08341+K03982+K07188+K07827+K04962+K08333+K04958+K00914+K07199+K05849+K11265+K05869+K04688+K04960+K04368+K04718+K05858+K04456+K07830+K04536+K21289+K08334+K07200+K02833+K07829+K04959+K18050+K09260+K08049+K12313+K11406+K08041,614674
ko04380,Osteoclast differentiation,16,36,36,64,28,11550,17176,6660,66,28,44,16838,1398,82,42,78,48,34,30,6,62,28,7046,1694,22,2124,62,16,1786,4052,http://www.genome.jp/kegg-bin/show_pathway?ko04380+K04371+K00922+K04427+K04467+K04348+K07370+K06512+K05859+K05869+K04368+K14379+K04456+K06268+K01371+K14381+K03173+K03175+K04431+K07209+K02580+K04441+K06551+K04392+K04440+K04734,71152
ko04390,Hippo signaling pathway,36,106,40,28,6,50736,73712,29686,26,64,24,62996,6048,30,26,32,42,40,34,20,34,44,35586,8246,16,9130,24,14,10276,21456,http://www.genome.jp/kegg-bin/show_pathway?ko04390+K06269+K06630+K05692+K08959+K04354+K08960+K16197+K03982+K03083+K04412+K04382+K16681+K02375+K03456+K03362+K06685+K16175+K16198+K06069+K18952+K08791+K05691+K19631,308558
ko04391,Hippo signaling pathway - fly,22,48,26,18,0,33906,51218,20146,10,32,8,44490,4162,14,20,16,22,8,12,6,10,16,24650,5596,6,6432,8,8,6828,14402,http://www.genome.jp/kegg-bin/show_pathway?ko04391+K06630+K05692+K04354+K08960+K16197+K06626+K16675+K04412+K04382+K16681+K03456+K06685+K16175+K16507+K06069+K16669+K08791+K04440,212140
ko04392,Hippo signaling pathway -multiple species,20,40,46,0,18,21170,30966,12066,10,24,10,29626,2072,20,16,20,6,2,2,6,10,0,13074,2794,12,3422,4,2,3084,7182,http://www.genome.jp/kegg-bin/show_pathway?ko04392+K20237+K04409+K06683+K08960+K02218+K04412+K06685+K16507+K16669+K08791,125724
ko04510,Focal adhesion,574,346,120,570,396,47138,72292,27604,762,412,534,66956,5048,468,138,378,488,358,432,452,488,464,29298,7520,530,8638,358,346,7658,16828,http://www.genome.jp/kegg-bin/show_pathway?ko04510+K06269+K05692+K06252+K04409+K06237+K04371+K00922+K01110+K00907+K05740+K04659+K05760+K06236+K03083+K03099+K19663+K06276+K04349+K08131+K04368+K04353+K05735+K04456+K04514+K02833+K12757+K02677+K06240+K03853+K04437+K07836+K06275+K16857+K04410+K03900+K06272+K05717+K17457+K06271+K06277+K04392+K12329+K05733+K04440+K06270+K05637,297594
ko04512,ECM-receptor interaction,534,212,76,532,360,328,616,214,706,346,502,780,184,412,104,270,464,302,380,438,432,430,536,124,464,40,260,338,126,216,http://www.genome.jp/kegg-bin/show_pathway?ko04512+K06252+K06237+K04659+K06236+K08131+K06240+K06261+K16857+K03900+K05717+K05637+K06255,10726
ko04514,Cell adhesion molecules (CAMs),4,0,0,0,12,42,40,38,4,0,0,202,42,2,0,0,0,24,8,0,0,44,96,20,10,10,2,0,44,72,http://www.genome.jp/kegg-bin/show_pathway?ko04514+K05695+K06467+K07378+K06478+K06793+K06531+K06751+K06544,716
ko04520,Adherens junction,34,40,12,38,26,12152,17158,7478,54,30,52,14752,1904,12,28,46,44,64,34,6,48,60,8486,2126,20,2364,30,20,2466,5188,http://www.genome.jp/kegg-bin/show_pathway?ko04520+K05695+K05692+K03097+K04371+K04427+K05698+K03115+K04468+K05694+K05702+K04498+K05696+K05691+K06531+K04392+K05747,74772
ko04530,Tight junction,308,366,350,174,518,113108,176592,61384,292,364,404,167116,10052,312,328,376,316,346,400,268,216,384,63448,15258,362,17844,442,516,16384,36010,http://www.genome.jp/kegg-bin/show_pathway?ko04530+K04802+K10352+K06109+K04345+K05692+K07198+K07901+K07374+K04354+K17260+K10591+K18584+K07199+K09489+K04382+K07902+K03456+K04353+K04514+K04851+K07200+K04416+K08018+K18050+K12757+K04431+K16175+K05702+K05031+K07298+K02089+K06069+K18952+K07839+K04392+K04440+K05747,684238
ko04540,Gap junction,42,122,54,18,22,70358,103164,34140,26,56,52,83262,6848,28,76,62,28,8,14,22,24,12,35530,7946,4,9280,64,16,9396,19886,http://www.genome.jp/kegg-bin/show_pathway?ko04540+K07376+K04345+K08959+K04371+K07374+K07827+K03099+K19663+K04958+K07375+K04960+K04368+K05858+K19477+K02087+K02833+K04959+K04420+K02677+K04464+K08049+K08041,380560
ko04550,Signaling pathways regulating pluripotency of stem cells,4,12,14,4,8,11810,17066,6786,78,18,8,17560,1526,8,2,42,48,12,6,8,8,8,8972,1960,4,2352,48,0,2386,5006,http://www.genome.jp/kegg-bin/show_pathway?ko04550+K04371+K00922+K03083+K07827+K11459+K02375+K04368+K11488+K04456+K02833+K18498+K04441+K18491+K05094,75764
ko04610,Complement and coagulation cascades,4,16,10,130,10,0,44,56,12,12,20,28,24,134,6,18,24,20,14,8,8,30,18,2,8,16,6,18,28,34,http://www.genome.jp/kegg-bin/show_pathway?ko04610+K04001+K03982+K03911+K03991+K01315+K03913+K03912+K03900+K19821+K03989,758
ko04611,Platelet activation,60,186,110,54,160,78276,114620,40580,80,112,54,96554,7588,80,70,84,42,48,80,26,92,58,39750,9990,216,11424,36,14,10540,23520,http://www.genome.jp/kegg-bin/show_pathway?ko04611+K06269+K07376+K04345+K05692+K04371+K00922+K00907+K06236+K07370+K05859+K19720+K04958+K04960+K04353+K05858+K04456+K19477+K04514+K21289+K04959+K12757+K06261+K06069+K18952+K07836+K08049+K16342+K03900+K04441+K06271+K08041+K06270,434504
ko04612,Antigen processing and presentation,22432,18884,21704,27882,21972,48504,60710,47186,23336,25634,24132,67260,28486,24076,21190,23126,22182,22700,23254,23054,27232,24650,38764,27692,28444,27580,24420,22294,28412,33464,http://www.genome.jp/kegg-bin/show_pathway?ko04612+K04079+K03283+K01363+K01369+K01365+K09489+K08057+K08059+K08065+K08066+K08056+K01368+K05654+K08064+K05653+K06751+K07980,880656
ko04614,Renin-angiotensin system,1632,1006,1280,1914,1204,4706,5116,5458,1390,1150,1788,4938,5654,1590,1180,2296,1142,1034,1166,1822,1470,1270,6512,4622,1450,4384,2948,1332,7022,9336,http://www.genome.jp/kegg-bin/show_pathway?ko04614+K01322+K01392+K01283+K13289+K11140+K01257,87812
ko04620,Toll-like receptor signaling pathway,14,6,20,34,10,9090,13624,5140,56,26,40,14644,1162,14,18,82,28,22,16,4,38,28,5760,1332,8,1724,62,10,1386,3284,http://www.genome.jp/kegg-bin/show_pathway?ko04620+K04371+K00922+K04427+K04467+K04733+K04368+K04456+K01371+K03175+K05410+K04431+K07209+K04430+K03174+K07211+K02580+K04441+K04392+K05399+K04440+K05414+K04734+K04730,57682
ko04621,NOD-like receptor signaling pathway,33266,28542,30282,39498,31816,56822,61158,84548,32458,36378,35470,72172,47504,34640,30842,33052,30892,33714,33280,34074,39184,36540,52326,44080,41410,65230,34464,33530,49420,53870,http://www.genome.jp/kegg-bin/show_pathway?ko04621+K04079+K02406+K03462+K03671+K08847+K04371+K01165+K04427+K04467+K08341+K01363+K17065+K20876+K04958+K17890+K04733+K04960+K10165+K05858+K08339+K08727+K12795+K17820+K09849+K03173+K20899+K03175+K04959+K05410+K07209+K11864+K20898+K03174+K07211+K12653+K06068+K02580+K11974+K04441+K04440+K05414+K04734+K20897,1270462
ko04622,RIG-I-like receptor signaling pathway,18,28,10,42,22,3470,5218,1714,74,38,36,4962,300,22,28,58,68,34,18,10,32,20,2950,726,20,1064,30,16,746,1800,http://www.genome.jp/kegg-bin/show_pathway?ko04622+K04427+K04467+K00863+K11594+K12655+K08339+K03173+K03175+K04416+K05410+K07209+K09578+K12646+K03174+K07211+K12653+K02580+K10652+K04441+K04440+K05414+K04734,23574
ko04623,Cytosolic DNA-sensing pathway,12,8,2,4,16,3390,5966,2122,0,8,14,4312,416,0,10,28,2,12,0,36,0,2,2526,416,12,592,6,10,682,1408,http://www.genome.jp/kegg-bin/show_pathway?ko04623+K08847+K04467+K03021+K14721+K03027+K03018+K03007+K03013+K03014+K03025+K03026+K03016+K05410+K03022+K07209+K03019+K03020+K12646+K07211+K02580+K05414+K04734+K17834,22012
ko04624,Toll and Imd signaling pathway,268,48,254,176,206,6848,10658,3346,188,42,278,8626,474,150,210,180,242,106,192,168,218,196,3940,732,344,912,234,200,1056,2150,http://www.genome.jp/kegg-bin/show_pathway?ko04624+K10380+K04427+K06689+K10704+K10580+K04733+K03362+K04431+K07209+K20698+K04428+K02580+K04441+K04440+K04734+K04730,42642
ko04626,Plant-pathogen interaction,38426,33566,35840,46620,36948,147356,180608,147784,40090,43100,41154,178870,73712,40032,36260,38566,37954,40382,41124,39586,48360,44136,116132,69772,47706,91550,40112,38950,72910,89592,http://www.genome.jp/kegg-bin/show_pathway?ko04626+K04079+K00864+K02406+K12340+K13471+K13412+K02183+K13414+K09487+K13468+K04368+K13409+K13420+K13448+K12795+K13413+K13416+K18835+K13457+K13408,1977198
ko04630,Jak-STAT signaling pathway,12,16,8,4,2,11816,19804,5658,20,6,10,19404,862,6,8,10,2,6,4,0,2,14,6310,1636,4,2236,4,0,1296,3654,http://www.genome.jp/kegg-bin/show_pathway?ko04630+K00922+K07203+K03099+K14365+K04456+K02833+K18026+K07293+K04706+K04498+K05414,72814
ko04640,Hematopoietic cell lineage,0,0,0,0,12,68,60,14,2,0,0,22,0,0,0,0,0,4,0,0,0,14,2,2,10,0,2,0,44,22,http://www.genome.jp/kegg-bin/show_pathway?ko04640+K06467+K06468+K06261+K11140,278
ko04650,Natural killer cell mediated cytotoxicity,16,48,32,12,14,12270,18672,7188,34,18,16,18920,1398,22,26,46,28,4,10,0,12,10,7474,1868,4,2480,44,0,1916,4252,http://www.genome.jp/kegg-bin/show_pathway?ko04650+K04409+K04371+K00922+K04348+K07827+K03099+K05859+K19663+K04368+K06268+K02833+K02677+K07293+K01116+K04392+K06751+K07980+K05414+K07985,76834
ko04657,IL-17 signaling pathway,22656,18856,21676,27876,22076,35468,39978,39866,23340,25642,24404,40908,27220,24026,21208,23234,22184,22712,23272,23068,27248,24710,33274,26116,28456,25974,24456,22290,26460,30432,http://www.genome.jp/kegg-bin/show_pathway?ko04657+K04079+K01394+K04371+K04427+K04467+K03083+K09487+K21125+K19603+K09848+K09849+K03173+K03175+K05410+K07209+K11849+K03174+K07211+K02580+K04464+K04441+K04440+K04734+K07994+K06855,799086
ko04658,Th1 and Th2 cell differentiation,38,42,32,40,22,5942,8234,3664,22,32,36,7264,796,46,48,22,40,6,8,6,6,6,3784,832,26,1120,0,0,1016,2152,http://www.genome.jp/kegg-bin/show_pathway?ko04658+K02599+K04371+K04467+K04348+K06268+K07209+K01116+K02580+K18052+K04441+K04440+K04734,35282
ko04659,Th17 cell differentiation,22426,18832,21656,27844,21964,32856,37694,37690,23286,25578,24100,39396,26334,24024,21186,23080,22156,22626,23220,23000,27184,24608,28638,24854,28394,24756,24338,22244,24910,27186,http://www.genome.jp/kegg-bin/show_pathway?ko04659+K04079+K04371+K04467+K07203+K04348+K06268+K07209+K01116+K02580+K18052+K04441+K04440+K04734,776060
ko04660,T cell receptor signaling pathway,26,46,40,68,38,19770,30098,11248,54,34,48,29928,2176,48,42,120,44,58,26,10,46,36,13316,3188,58,3928,102,16,3414,7314,http://www.genome.jp/kegg-bin/show_pathway?ko04660+K04409+K04371+K00922+K04427+K04467+K04348+K03083+K07827+K03099+K06276+K04368+K05735+K04456+K06268+K02833+K04431+K07209+K02089+K01116+K06478+K02580+K18052+K04410+K04441+K05733+K04734,125340
ko04662,B cell receptor signaling pathway,14,42,32,28,26,15342,22628,8716,38,20,18,22194,1806,46,24,58,28,32,18,2,26,30,10812,2504,14,3076,50,0,2872,6082,http://www.genome.jp/kegg-bin/show_pathway?ko04662+K04371+K00922+K04467+K04348+K07370+K03083+K07827+K03099+K05859+K04368+K06467+K04456+K06268+K02833+K07209+K15909+K02580+K03084+K04392+K04734,96578
ko04664,Fc epsilon RI signaling pathway,4,24,14,46,28,14280,22240,8268,32,16,12,24248,1588,62,4,78,6,52,18,4,26,30,9340,2336,48,3088,78,4,2222,5100,http://www.genome.jp/kegg-bin/show_pathway?ko04664+K04371+K00922+K07370+K07827+K03099+K05859+K06276+K04368+K04456+K02833+K04431+K02677+K04430+K01116+K16342+K03084+K04441+K04392+K04440,93296
ko04666,Fc gamma R-mediated phagocytosis,76,68,290,62,108,30900,48808,17206,296,76,108,45722,3286,84,338,732,246,230,66,54,88,230,20696,5124,84,5804,934,84,4960,11150,http://www.genome.jp/kegg-bin/show_pathway?ko04666+K00889+K04409+K04371+K00922+K01115+K12561+K05743+K05768+K05859+K19663+K05758+K04688+K05755+K04368+K04718+K05756+K04456+K05757+K05765+K12559+K18050+K02677+K01116+K15909+K12488+K07941+K06478+K06068+K03084+K04392+K05747,197910
ko04668,TNF signaling pathway,256,42,44,66,136,9440,14032,5566,72,72,320,14124,1246,62,42,194,40,84,56,64,76,112,5614,1470,70,2072,162,42,1496,3364,http://www.genome.jp/kegg-bin/show_pathway?ko04668+K01394+K08847+K04371+K00922+K04427+K04467+K17065+K09258+K04368+K10165+K04445+K04456+K09849+K03173+K04431+K07209+K04430+K03174+K02580+K05141+K04441+K16510+K04440+K09558+K04734+K05632,60436
ko04670,Leukocyte transendothelial migration,6,46,2,4,4,9520,15430,5874,24,12,10,14758,1026,12,6,6,8,2,8,0,4,10,5346,1524,6,1622,4,0,1524,3420,http://www.genome.jp/kegg-bin/show_pathway?ko04670+K05692+K00922+K05760+K05859+K19663+K04353+K04514+K12757+K02677+K05702+K07293+K01116+K07836+K04441+K05691+K04392,60218
ko04672,Intestinal immune network for IgA production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
ko04710,Circadian rhythm,24,48,40,16,10,62462,100554,30326,26,34,22,101922,3728,24,28,20,10,16,20,16,2,10,24520,5886,8,7396,10,6,5788,13102,http://www.genome.jp/kegg-bin/show_pathway?ko04710+K03094+K07198+K08959+K02633+K08960+K07199+K03347+K03868+K03362+K07200,356074
ko04711,Circadian rhythm - fly,8,2,6,4,0,5718,8370,3244,0,6,4,6168,838,8,2,2,0,6,2,2,0,0,4818,866,0,888,4,0,1400,2504,http://www.genome.jp/kegg-bin/show_pathway?ko04711+K02633+K08960+K03083,34870
ko04712,Circadian rhythm - plant,12,6,4,8,2,5490,8862,3450,4,6,4,6196,790,6,4,0,6,4,2,4,2,2,4550,1094,6,1358,0,0,1122,2294,http://www.genome.jp/kegg-bin/show_pathway?ko04712+K03097+K12133+K03115,35288
